id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
9,COMP_M,1,1_2,M.USER.APP.1,1,17,45,12,None,41.89021956087824,431.00005158269335,472.89027114357157,424.0,431.00005158269335
10,COMP_M,4,4_19,M.USER.APP.4,7,46,31,22,None,54.641810918774965,452.00009092920004,506.641901847975,444.0,452.00009092920004
5,COMP_M,3,3_15,3_(14-15),29,30,37,18,3_14,32.75985663082437,466.19109715628065,498.95095378710505,461.19105671044065,466.19109715628065
5,COMP_M,3,3_16,3_(14-16),29,31,37,18,3_14,52.333333333333336,469.19112546772067,521.524458801054,461.19105671044065,469.19112546772067
9,COMP_M,1,1_3,1_(2-3),17,18,12,12,1_2,43.666666666666664,472.89027114357157,516.5569378102382,472.89027114357157,472.89027114357157
11,COMP_M,8,8_37,M.USER.APP.8,12,72,22,11,None,41.97595473833098,474.0000911876267,515.9760459259577,466.0,474.0000911876267
12,COMP_M,4,4_19,M.USER.APP.4,5,38,40,4,None,47.495370370370374,479.00013639380006,526.4955067641704,467.0,479.00013639380006
9,COMP_M,1,1_9,1_(2-9),17,24,12,25,1_2,28.83468559837728,481.8903350275716,510.7250206259489,472.89027114357157,481.8903350275716
3,COMP_M,7,7_34,7_(32-34),67,69,8,8,7_32,40.49789029535865,482.51436477642227,523.0122550717809,482.51436477642227,482.51436477642227
9,COMP_M,1,1_4,1_(2-4),17,19,12,16,1_2,22.076262083780883,483.8904011384915,505.96666322227236,472.89027114357157,483.8904011384915
9,COMP_M,1,1_5,1_(2-5),17,20,12,16,1_2,22.909774436090224,487.89044006717154,510.80021450326177,472.89027114357157,487.89044006717154
