id,type,src,dst,app,latency,message,ctime,size,buffer
123,LINK,7,4,4,3.0000270329866665,4_(19-20),3677.42363139483,2027474,1
122,LINK,25,8,2,4.000031140586667,2_(10-11),3680.9221026750993,2335544,0
124,LINK,1,0,7,4.000049502466666,7_(29-30),3681.745475527715,3712685,1
122,LINK,8,10,2,2.0000311405866666,2_(10-11),3684.922133815686,2335544,1
124,LINK,0,4,7,2.0000495024666667,7_(29-30),3685.7455250301814,3712685,1
122,LINK,10,37,2,4.000031140586667,2_(10-11),3686.9221649562724,2335544,1
114,LINK,38,10,7,2.0000252570933332,7_(31-32),3707.923163148932,1894282,0
114,LINK,38,4,7,4.000057682466666,7_(31-35),3707.923163148932,4326185,1
114,LINK,10,8,7,2.0000252570933332,7_(31-32),3709.9231884060255,1894282,1
114,LINK,4,11,7,3.0000576824666667,7_(31-35),3711.923220831399,4326185,0
114,LINK,11,48,7,3.0000576824666667,7_(31-35),3714.9232785138656,4326185,0
120,LINK,12,10,3,3.0000550610666665,3_(13-14),3715.8025309153945,4129580,1
120,LINK,10,37,3,4.000055061066667,3_(13-14),3718.802585976461,4129580,0
113,LINK,18,19,3,2.0000333574266667,3_(16-18),3728.524458801054,2501807,0
124,LINK,4,38,7,4.000054345,7_(30-31),3730.9296023104257,4075875,0
124,LINK,4,0,7,2.0000517968266665,7_(30-33),3730.9296023104257,3884762,1
124,LINK,0,1,7,4.000051796826667,7_(30-33),3732.929654107252,3884762,1
112,LINK,8,7,7,4.0000387000133335,7_(34-36),3748.0122550717806,2902501,0
112,LINK,7,3,7,4.0000387000133335,7_(34-36),3752.012293771794,2902501,0
120,LINK,37,36,3,2.00002022292,3_(14-15),3813.191056710441,1516719,0
120,LINK,37,36,3,2.00002831144,3_(14-16),3813.191056710441,2123358,1
120,LINK,36,18,3,3.00002022292,3_(14-15),3815.191076933361,1516719,1
124,LINK,38,10,7,2.0000252570933332,7_(31-32),3816.926409902179,1894282,2
124,LINK,38,4,7,4.000057682466666,7_(31-35),3816.926409902179,4326185,3
120,LINK,36,18,3,3.00002831144,3_(14-16),3817.191105244801,2123358,3
124,LINK,10,8,7,2.0000252570933332,7_(31-32),3818.9264351592724,1894282,2
125,LINK,6,3,7,2.00005801244,M.USER.APP.7,3820,4350933,3
124,LINK,4,11,7,3.0000576824666667,7_(31-35),3820.9264675846457,4326185,2
125,LINK,3,49,7,5.00005801244,M.USER.APP.7,3822.00005801244,4350933,1
124,LINK,11,48,7,3.0000576824666667,7_(31-35),3823.9265252671125,4326185,1
114,LINK,8,7,7,4.0000387000133335,7_(34-36),3830.0090083185337,2902501,0
126,LINK,46,19,4,4.0000454646,M.USER.APP.4,3831,3409845,1
127,LINK,30,1,7,3.00005801244,M.USER.APP.7,3831,4350933,2
114,LINK,7,3,7,4.0000387000133335,7_(34-36),3834.009047018547,2902501,1
128,LINK,31,3,4,4.0000454646,M.USER.APP.4,3835,3409845,2
128,LINK,3,22,4,4.0000454646,M.USER.APP.4,3839.0000454646,3409845,0
129,LINK,31,3,4,4.0000454646,M.USER.APP.4,3850,3409845,0
129,LINK,3,22,4,4.0000454646,M.USER.APP.4,3854.0000454646,3409845,0
130,LINK,31,3,4,4.0000454646,M.USER.APP.4,3869,3409845,0
131,LINK,31,3,4,4.0000454646,M.USER.APP.4,3873,3409845,1
130,LINK,3,22,4,4.0000454646,M.USER.APP.4,3873.0000454646,3409845,1
120,LINK,18,19,3,2.0000333574266667,3_(16-18),3873.524458801054,2501807,2
131,LINK,3,22,4,4.0000454646,M.USER.APP.4,3877.0000909292003,3409845,0
126,LINK,19,7,4,4.000027032986667,4_(19-20),3886.4236043618434,2027474,0
126,LINK,19,18,4,2.0000245025733334,4_(19-22),3886.4236043618434,1837693,1
126,LINK,18,36,4,3.0000245025733334,4_(19-22),3888.423628864417,1837693,1
126,LINK,7,4,4,3.0000270329866665,4_(19-20),3890.42363139483,2027474,1
127,LINK,1,0,7,4.000049502466666,7_(29-30),3894.745475527715,3712685,0
128,LINK,22,3,4,4.000041452746666,4_(19-21),3897.641901847975,3108956,1
127,LINK,0,4,7,2.0000495024666667,7_(29-30),3898.7455250301814,3712685,1
128,LINK,3,7,4,4.000041452746666,4_(19-21),3901.641943300722,3108956,0
128,LINK,7,19,4,4.000041452746666,4_(19-21),3905.6419847534685,3108956,0
125,LINK,49,3,7,5.000049502466666,7_(29-30),3919.1979521918047,3712685,0
125,LINK,3,2,7,2.0000495024666667,7_(29-30),3924.198001694271,3712685,0
125,LINK,2,4,7,4.000049502466666,7_(29-30),3926.1980511967377,3712685,0
124,LINK,8,7,7,4.0000387000133335,7_(34-36),3939.0122550717806,2902501,0
124,LINK,7,3,7,4.0000387000133335,7_(34-36),3943.012293771794,2902501,0
127,LINK,4,38,7,4.000054345,7_(30-31),3943.9296023104257,4075875,1
127,LINK,4,0,7,2.0000517968266665,7_(30-33),3943.9296023104257,3884762,2
132,LINK,6,4,4,3.0000454646,M.USER.APP.4,3944,3409845,3
127,LINK,0,1,7,4.000051796826667,7_(30-33),3945.929654107252,3884762,3
129,LINK,22,3,4,4.000041452746666,4_(19-21),3952.28371276675,3108956,0
129,LINK,3,7,4,4.000041452746666,4_(19-21),3956.2837542194966,3108956,0
129,LINK,7,19,4,4.000041452746666,4_(19-21),3960.2837956722433,3108956,0
133,LINK,24,20,5,4.000031167386667,M.USER.APP.5,3973,2337554,0
133,LINK,20,3,5,6.000031167386667,M.USER.APP.5,3977.0000311673866,2337554,0
125,LINK,4,38,7,4.000054345,7_(30-31),3987.1136300882035,4075875,0
